Id,SalePrice
1705,227990.3517144541
1706,398453.1908173712
1707,212660.48738588922
1708,206390.27680856772
1709,264705.0934055276
1710,210992.43311389824
1711,257012.8210816882
1712,252460.78572039373
1713,273315.5739856407
1714,228257.7453210834
1715,201970.70406227224
1716,182641.9926410053
1717,172545.16580952168
1718,133994.63791798707
1719,204906.6702672093
1720,246624.46379348205
1721,165897.5461225645
1722,123197.38644704844
1723,156269.93863234602
1724,207643.83446526172
1725,243936.82526040843
1726,192226.87017473608
1727,155082.59104147
1728,179748.29442613068
1729,167382.57412908552
1730,160503.36402862647
1731,126765.23412548768
1732,130324.2928527924
1733,117538.01584215327
1734,122538.24971392687
1735,131456.39445046586
1736,116356.63096845063
1737,321558.0885792603
1738,232863.12863990568
1739,266035.3364333171
1740,207398.1462782589
1741,188852.65512476527
1742,170609.13240634737
1743,177192.23046185393
1744,281510.7464124107
1745,220784.56287803213
1746,189558.00737553378
1747,208071.36727954663
1748,227079.3584675009
1749,147295.32846157232
1750,132407.47799714006
1751,236838.85489011244
1752,122374.49668827937
1753,145937.03614504632
1754,199984.73648341937
1755,170985.84323648072
1756,132751.49054581267
1757,118590.25906198227
1758,139543.82675702023
1759,160012.06845071178
1760,165827.75999461918
1761,151875.67393317886
1762,175037.9740081592
1763,177359.73657158838
1764,111364.5066904282
1765,162539.62265537286
1766,190269.9009261343
1767,228565.8922624018
1768,140782.3998629257
1769,177091.97249477077
1770,149891.4714984413
1771,128518.63139259645
1772,138168.62921805537
1773,129301.28088483588
1774,133578.40098996586
1775,138553.18405778043
1776,125838.34522628841
1777,111934.61875497665
1778,137853.63243350748
1779,109827.49715806621
1780,172515.33012010856
1781,128891.87637671598
1782,86934.17549630324
1783,142848.22144347415
1784,104073.38926323914
1785,124370.40783879791
1786,127954.2512365005
1787,157105.71163241088
1788,56055.15999211157
1789,96596.56348364028
1790,78961.25958109005
1791,177024.25822275275
1792,160658.15441242146
1793,131888.07270111964
1794,151750.36561076608
1795,133517.7274819343
1796,123120.84412456575
1797,120908.35631304933
1798,121635.72560132058
1799,113555.72183082238
1800,126087.89048841163
1801,126749.31626994188
1802,124104.14509030659
1803,149391.67233395565
1804,141414.1846864503
1805,138352.30279566487
1806,122885.72659145994
1807,138844.7858529246
1808,119211.11249442227
1809,123515.77246060733
1810,139248.3535210651
1811,99579.60579381314
1812,98584.62814472675
1813,123271.21600001508
1814,93616.55019106694
1815,52330.12427836497
1816,97770.59737786294
1817,106323.55625397894
1818,143887.6864486384
1819,117948.69114643849
1820,53963.11080637192
1821,107260.81971608734
1822,147066.77194192598
1823,45030.59918823103
1824,135956.85506565394
1825,133382.3427306975
1826,104144.20017031611
1827,102824.565784181
1828,138145.77141213388
1829,123441.28881423587
1830,142751.72259924997
1831,144502.1556066406
1832,81994.53276688105
1833,141144.87141391786
1834,116350.2763858739
1835,131835.81211831723
1836,130806.869803892
1837,91698.5306966309
1838,124097.8757804026
1839,94413.23887728012
1840,152936.9982446347
1841,146083.70643863748
1842,84190.87743925127
1843,128432.57519886953
1844,136617.43815908872
1845,139200.8413355765
1846,153356.5041071315
1847,163613.0775846152
1848,52216.280558607265
1849,111385.6301378435
1850,114382.26448482506
1851,148837.63159317902
1852,119944.11863696853
1853,126186.45678592646
1854,167399.52175861827
1855,147847.86531982446
1856,223332.69929311363
1857,140242.5982532202
1858,140953.3092963389
1859,121505.71682362905
1860,148075.60598563403
1861,121258.42659735016
1862,324025.6978195377
1863,301487.7524649098
1864,301533.79112482915
1865,302301.5214053399
1866,334464.6318588248
1867,230782.43565496345
1868,296861.06345314544
1869,202074.77922761152
1870,222745.20400870117
1871,237963.9153486174
1872,167710.34470682708
1873,245348.8291347792
1874,146828.01752604474
1875,197671.31644478915
1876,197271.98725597188
1877,209960.97107623238
1878,203713.91095773506
1879,127839.03474394217
1880,134788.52711688596
1881,242545.96371165666
1882,257666.40223387527
1883,191273.08773178962
1884,207020.01297031462
1885,239842.51846663206
1886,301707.2242777732
1887,212248.9460242085
1888,275837.03057945345
1889,161866.26812782098
1890,117633.83792951574
1891,131837.0859310635
1892,101242.5501242132
1893,123609.37000193201
1894,120780.84636877851
1895,130231.23108720352
1896,124980.86898276836
1897,116718.9412308671
1898,111377.93011553957
1899,155105.16224322424
1900,159169.61763072837
1901,171206.76738658038
1902,148332.64703758567
1903,222835.29881271685
1904,146943.02710771238
1905,207645.6056615381
1906,177530.75559667195
1907,202546.30349697132
1908,108875.2818715317
1909,135574.89604756472
1910,116882.21382488361
1911,221007.66903908612
1912,318511.1408698855
1913,145262.2155832433
1914,51840.26525169109
1915,304213.9361454265
1916,68820.52344036511
1917,258309.8335439569
1918,143536.23748736945
1919,177382.92098919905
1920,151844.29640929055
1921,404799.7788345572
1922,312671.5576464171
1923,223420.58954791725
1924,236743.3166432552
1925,196885.92369654955
1926,379242.3077485678
1927,133312.39496240427
1928,159582.08891487916
1929,125580.40039527004
1930,128941.24911214582
1931,141562.85542919397
1932,140317.06791470418
1933,175088.1725700938
1934,186384.88407915848
1935,169007.9987166269
1936,191626.45368881585
1937,185264.75653796573
1938,173007.45325801894
1939,238782.20322234012
1940,195784.7687239111
1941,174941.43814066992
1942,187493.1936430427
1943,208473.3796797692
1944,347431.48528162646
1945,392100.42741934746
1946,132118.52057560568
1947,340186.644451651
1948,173202.44585692976
1949,250582.5619138864
1950,191212.7126968383
1951,248515.6147316868
1952,225843.1627665619
1953,169269.1573372898
1954,183640.89492645086
1955,133396.36990139604
1956,294272.63035186747
1957,156410.28016271966
1958,307729.8167800854
1959,142902.73723813106
1960,113060.46813064037
1961,121952.65925190278
1962,94718.31231348825
1963,105121.8771707122
1964,110127.34532089531
1965,142843.58750867622
1966,134966.73812391213
1967,277866.3457138757
1968,420041.07287379494
1969,392212.6138085539
1970,436558.23132074776
1971,437593.6358337565
1972,381557.02695466875
1973,256713.28218682774
1974,330271.5802845999
1975,452465.307434692
1976,267606.6888304403
1977,356255.3639485272
1978,356205.47051267326
1979,323620.87298126717
1980,195958.52623659867
1981,342063.9374429703
1982,215040.2574771776
1983,198229.44221779678
1984,173448.83392058004
1985,224416.24969243727
1986,213814.54159151597
1987,183275.7701719407
1988,177911.06656460004
1989,196476.45128044608
1990,209286.79954157522
1991,226483.54924588985
1992,212698.8682368041
1993,171542.09647300828
1994,233442.55525049294
1995,187100.5537023542
1996,252443.5482468251
1997,316976.4798671783
1998,322215.1073533944
1999,262964.1649275291
2000,324337.1646039313
2001,268723.69991624606
2002,244697.10134385116
2003,253757.29412402218
2004,263300.8824809164
2005,210546.8104462977
2006,220982.85148552494
2007,248302.85297771732
2008,205749.3148741972
2009,196106.0279595041
2010,194934.3702631187
2011,136990.83001017946
2012,171565.79656011806
2013,177630.66613416112
2014,191549.15544872158
2015,204820.53781997296
2016,193701.23662847528
2017,191747.08769736576
2018,118403.6498014846
2019,132768.82157663407
2020,109007.66669295974
2021,105150.443241065
2022,187185.9813273061
2023,139329.21838730527
2024,251804.57417268594
2025,354637.3605797986
2026,172758.7438298778
2027,151030.54559670744
2028,152368.50828256572
2029,166145.38824789587
2030,272451.39158992516
2031,225096.95082157204
2032,241494.89032973727
2033,261237.37022577276
2034,168513.20056212146
2035,213647.5604349707
2036,187788.54296727787
2037,193599.70055722824
2038,307995.92050137714
2039,220972.98705181552
2040,251938.18563077523
2041,298888.8618144865
2042,206766.65893460833
2043,177401.5952791869
2044,169586.0594081648
2045,228027.63817826123
2046,141287.41107319115
2047,148212.3999855879
2048,142483.8154174738
2049,138908.1460492229
2050,176107.29565543158
2051,105823.6160490914
2052,122053.26695991891
2053,145668.40337068582
2054,85191.03743671754
2055,158540.83607306657
2056,141227.1895449516
2057,114721.78349587222
2058,216938.13119403814
2059,126662.61113313148
2060,174216.60858211174
2061,180518.95273675444
2062,127760.45936155772
2063,113103.77003069535
2064,136238.3976429439
2065,119947.13939608453
2066,164885.54473732086
2067,108365.25969464285
2068,132626.55329742323
2069,90674.18089275219
2070,114166.8949283579
2071,90986.27381132716
2072,136058.36657246374
2073,136033.77371438392
2074,190320.09655933917
2075,145182.6332934706
2076,116184.64364798531
2077,153800.48818220777
2078,117443.17441002632
2079,138643.8336112832
2080,112860.08814683658
2081,129858.14279101761
2082,118662.61457057027
2083,141769.30989688134
2084,107182.17785688667
2085,113578.86298081967
2086,103502.92995942301
2087,120650.61904208321
2088,101396.95995854834
2089,73436.91560832913
2090,127323.83433490123
2091,116099.24108744097
2092,121218.62298687697
2093,122644.8559685884
2094,116742.85160495524
2095,143838.59465663243
2096,80360.44348830663
2097,96639.24884103866
2098,142705.82409423008
2099,55295.411660072634
2100,77760.11925832124
2101,123369.98930096156
2102,121994.19517461948
2103,104775.04822333297
2104,136101.73549816513
2105,128897.40985465908
2106,64027.53429859394
2107,204730.51627714594
2108,113935.04702113748
2109,110312.77841421499
2110,132647.69432474556
2111,134831.7142288606
2112,138726.927574579
2113,120774.94318258394
2114,115485.02901857159
2115,161279.95755260956
2116,118054.84964631191
2117,146250.88142350322
2118,124299.8857303746
2119,106928.18348287238
2120,111638.10260067538
2121,85783.6824014247
2122,109632.69358961447
2123,78389.94398390592
2124,158927.09911938373
2125,125940.70923493992
2126,145662.9623016431
2127,152906.29370402434
2128,127173.42388821142
2129,97156.50900678293
2130,135254.62132712264
2131,129277.13601213077
2132,119887.20352659853
2133,125197.32126139982
2134,125507.85220585675
2135,96323.98168950409
2136,79274.52506468842
2137,106591.3077827513
2138,132392.96130542865
2139,153491.16945052406
2140,139423.68440349476
2141,153149.37105674404
2142,120967.24051443832
2143,147501.97271598148
2144,126146.87916603964
2145,135890.36563305726
2146,169209.70951201554
2147,140546.007581747
2148,136474.3314179195
2149,145845.5111127026
2150,229631.77793646374
2151,119998.37804348845
2152,173544.44197396334
2153,159673.70474544124
2154,106460.28385360065
2155,142702.1307706394
2156,260641.01168286396
2157,237283.65550945452
2158,243545.25364417632
2159,206790.99622833915
2160,180794.1225221358
2161,232621.08112106472
2162,376532.45030624047
2163,332749.75281018595
2164,240921.14482838925
2165,192941.94530400072
2166,151366.6857503095
2167,218441.09990916427
2168,195275.86553092106
2169,194214.01753678155
2170,216917.54427417513
2171,151006.7738705475
2172,134087.28730108208
2173,171828.61643922207
2174,233059.30796485493
2175,298410.1322466733
2176,316266.3489185938
2177,242592.40636519002
2178,211457.2406594356
2179,139470.38940061867
2180,209984.00608934966
2181,190317.63457464674
2182,218159.2740401217
2183,186650.26462160016
2184,115800.7405410572
2185,119036.99176401227
2186,149798.09989137904
2187,149176.17839509383
2188,152031.70359331128
2189,238335.04873316363
2190,80785.04403235177
2191,78771.98066371176
2192,91128.94282577276
2193,100145.62369620315
2194,97397.68660946343
2195,106302.12487457637
2196,95909.6790341385
2197,114826.78833106041
2198,158674.70179258616
2199,180381.73556372712
2200,150544.77367896397
2201,140325.65250249294
2202,205278.61931044777
2203,139541.75534528703
2204,183748.93832946505
2205,112841.6377873256
2206,144307.89491317765
2207,211896.27683986508
2208,259316.7446493745
2209,224190.05349208004
2210,116856.25605809398
2211,114179.25473828224
2212,114692.05834475138
2213,101998.01284884683
2214,130641.73873260112
2215,103164.87996755482
2216,140701.32918067917
2217,68459.9760627031
2218,70773.43320882774
2219,62235.8771460168
2220,62210.90224732711
2221,301576.4351217579
2222,280381.28230986296
2223,311086.5608330311
2224,215429.59393119538
2225,125561.27271830219
2226,182409.1937616276
2227,196262.68170807412
2228,256898.22816645144
2229,243673.3434258285
2230,148184.89925125617
2231,207140.70819645392
2232,179571.13125864358
2233,180092.35964682515
2234,236345.8166869011
2235,216289.15229234062
2236,265936.9229101801
2237,333919.833407068
2238,207740.31145638914
2239,109043.52239241748
2240,159473.23932061438
2241,152611.6770473778
2242,127620.08025966084
2243,126901.17140578051
2244,103441.12454579223
2245,100329.61600198351
2246,141923.4001561553
2247,114376.68753337114
2248,125688.99371937831
2249,124418.79929752837
2250,134439.89265577117
2251,103604.72366060219
2252,176687.70820845486
2253,149504.16384334018
2254,176705.70352693828
2255,188196.09206537815
2256,178879.65653611007
2257,206560.4991047341
2258,163900.9210394003
2259,178815.3246190773
2260,164549.06959209332
2261,179420.47980316333
2262,207495.98222093674
2263,370012.98828763206
2264,424034.6722319519
2265,172019.34104429348
2266,322857.2023955004
2267,357808.0838769305
2268,397263.9977905356
2269,153928.23718488024
2270,195347.47046328304
2271,220775.66520401702
2272,198056.15306703883
2273,165159.44791722498
2274,186646.04312938
2275,158083.36247519558
2276,187514.47017076236
2277,183802.28037732944
2278,145490.88078476672
2279,127262.48091483465
2280,121052.50085940522
2281,168319.01134867917
2282,191169.13907902286
2283,103621.29259402504
2284,107498.65831851895
2285,137779.13861307298
2286,124401.01108071889
2287,347520.80248933384
2288,261449.96602230976
2289,375336.97381029243
2290,447442.81797242124
2291,322624.33317923616
2292,423877.9473304501
2293,438588.8264511161
2294,403208.26112129656
2295,459765.240960428
2296,278058.21950021485
2297,317562.49389126874
2298,311403.94499124936
2299,354041.6340074528
2300,337659.72268500424
2301,282959.9929753488
2302,245926.8806019943
2303,239834.91130614775
2304,236025.95911013064
2305,193226.60446561882
2306,191098.83023239358
2307,194234.76495845956
2308,222389.08857679815
2309,273214.6193447818
2310,200065.2795575565
2311,196551.15849958715
2312,171867.0892686253
2313,172617.1643379916
2314,169285.7082874884
2315,176138.1034247937
2316,191877.9988369774
2317,190152.14757996242
2318,176683.14705296484
2319,179704.31916336052
2320,183163.16352807713
2321,243615.1761529758
2322,174719.26238820745
2323,187821.8936921098
2324,180365.13447847278
2325,216347.2703247869
2326,177528.9957341924
2327,203843.3122118
2328,220982.5498327269
2329,192885.18912162006
2330,182793.19791923705
2331,351333.2075853523
2332,393883.31578112807
2333,331171.4797008791
2334,255936.19243955068
2335,275783.239127801
2336,316704.8464250058
2337,197731.34650645978
2338,261957.80129781645
2339,218355.0574374609
2340,384556.02401271445
2341,218997.17482090785
2342,236201.1559697345
2343,223907.65102805503
2344,220632.7911231789
2345,230723.9779959888
2346,206226.97432634723
2347,194639.6052982949
2348,230345.2736354458
2349,169863.46409004106
2350,288968.31443005195
2351,249774.9726254427
2352,252444.18450058845
2353,230596.86660589476
2354,132424.05257738064
2355,143421.9230712496
2356,148980.54618273597
2357,191678.63229168268
2358,194191.618130498
2359,130363.02387612032
2360,116649.71674886969
2361,145089.91980944827
2362,274545.30803969
2363,135511.37656979705
2364,159963.6916316609
2365,216156.3706181028
2366,178732.2173888207
2367,217048.5294871885
2368,208319.85926731263
2369,216760.63966268004
2370,166312.02004579388
2371,169193.89253842624
2372,193715.85432560032
2373,281340.1036159229
2374,305094.099389255
2375,253907.1693420035
2376,270587.70484346943
2377,327123.0935447831
2378,140465.93315001644
2379,196077.40496323566
2380,147496.63908638133
2381,169306.90001254214
2382,203114.63440286022
2383,208272.2513897385
2384,252939.59972312796
2385,163428.3677309864
2386,133660.0739137425
2387,133264.6790764811
2388,94299.03253136967
2389,120109.67965693562
2390,141596.55707143495
2391,138736.15315693602
2392,111716.18192994721
2393,167312.58205227356
2394,141215.34982033688
2395,207753.58366425318
2396,147847.99279726195
2397,225798.1714705721
2398,130250.90725018634
2399,58846.77796634398
2400,57127.836072978906
2401,116669.11375311945
2402,134742.84471227194
2403,139096.84170093245
2404,152196.09774096345
2405,154285.5050809973
2406,141353.27475026218
2407,126149.82101240948
2408,145191.56967492384
2409,116191.39782003174
2410,163422.41861646815
2411,116910.00977124553
2412,159647.03553127302
2413,126966.24345125396
2414,143511.34793254948
2415,131843.74001188632
2416,128856.38993711596
2417,134446.10640577695
2418,130951.83089738814
2419,131056.88889850845
2420,122481.65420691352
2421,137896.84596303132
2422,108478.20040283023
2423,114692.01032054445
2424,149442.77492475274
2425,178231.52066427039
2426,132386.06156356062
2427,131609.5102153434
2428,176972.86104675394
2429,111483.93171601539
2430,134128.8328259137
2431,103095.58002423677
2432,144165.65300229992
2433,144387.88902587703
2434,138268.26413173805
2435,150528.7275599238
2436,102903.33071778296
2437,104535.08636202646
2438,123830.19201842204
2439,105925.94144754524
2440,125348.70020750331
2441,97502.35089459334
2442,95489.47204645669
2443,121022.56342702243
2444,125807.61614128183
2445,89295.16538546716
2446,131841.60900882297
2447,178889.16644721033
2448,128357.1909046317
2449,110093.15560504902
2450,149205.3076882098
2451,121212.20923192962
2452,204812.25827671145
2453,92322.92834606893
2454,114701.38298059421
2455,124553.55803771577
2456,130377.73293067784
2457,128329.12924755688
2458,125032.76123847085
2459,107983.82144210409
2460,137822.44655449022
2461,121187.70113039383
2462,133134.53405862147
2463,120983.47544868688
2464,173504.1255384289
2465,140557.31263967534
2466,114259.83086252838
2467,136067.44626432922
2468,78033.13377702268
2469,76931.21183016345
2470,192160.8475518296
2471,203089.7908770209
2472,158221.0990535893
2473,116801.70704327017
2474,78461.3370629548
2475,222533.49055131854
2476,115986.16714098318
2477,123631.52219931435
2478,149811.0123661884
2479,103773.74074753339
2480,160393.41107894288
2481,123533.96461741536
2482,127495.16017927823
2483,113366.31869340742
2484,125447.1328134043
2485,125577.0261594699
2486,146593.75116221618
2487,167062.331992216
2488,154044.9026312309
2489,154716.37673474802
2490,151269.51769747824
2491,92745.63275936771
2492,187393.38577394994
2493,149317.12266590577
2494,146772.5871643571
2495,84968.55012290501
2496,228791.18290366128
2497,152237.63899697436
2498,106333.05377277128
2499,88236.01337529591
2500,122678.94120345579
2501,133432.2452327899
2502,156978.68740018443
2503,97429.93390490727
2504,181802.78904126122
2505,218476.7380525316
2506,242575.41997237867
2507,277602.6742224921
2508,245964.2518460729
2509,214454.07197994774
2510,212460.84328070044
2511,176374.56510996938
2512,203929.45973788798
2513,201491.89946862753
2514,254030.98271713927
2515,144092.75219172152
2516,172129.26764586387
2517,140710.47034738652
2518,149857.39891755226
2519,224648.58324758272
2520,212270.2080508565
2521,188935.5366704119
2522,223324.18530184007
2523,123026.0094062111
2524,133314.0918050095
2525,145322.96304212156
2526,135597.5192482697
2527,115003.1761090204
2528,128065.38812513444
2529,134517.20449195898
2530,117977.35936849273
2531,258687.3107507591
2532,225688.48979808416
2533,195431.13509723588
2534,233904.55324721793
2535,308894.8064015296
2536,226823.72720830858
2537,231931.55215198398
2538,179664.6317904476
2539,185490.3020661439
2540,171202.28502994115
2541,178591.42679089156
2542,164386.52096032043
2543,119500.59213602505
2544,121224.42320664325
2545,137949.6955956594
2546,122966.3460742963
2547,136832.9650503724
2548,154060.45736218902
2549,153108.2050017293
2550,357463.55795382505
2551,133526.10172935185
2552,124215.49925633411
2553,71520.35490645365
2554,96101.63432060117
2555,110414.90267375241
2556,98069.63185713076
2557,110522.59312563836
2558,154921.3025770258
2559,138591.49616754818
2560,144474.77202408455
2561,139955.72666560594
2562,135758.22558036883
2563,148942.7800324301
2564,199961.30419882626
2565,131668.32965488534
2566,161827.09460238728
2567,138576.7404922538
2568,203618.00851847438
2569,219487.04456310498
2570,114840.94083483794
2571,183035.0817317477
2572,143146.3242387184
2573,228223.43594198002
2574,273668.3991782882
2575,126870.3123738771
2576,125738.42076076947
2577,145915.48136791293
2578,86418.20324989237
2579,61757.693594645614
2580,102078.79557661524
2581,97600.71739166422
2582,95834.37290604952
2583,268287.5828811854
2584,181359.802058727
2585,181379.40626703636
2586,227222.81306760112
2587,200024.0135268737
2588,159667.5874309289
2589,147943.95953561072
2590,206534.2269929033
2591,224839.05909390238
2592,211028.72351961877
2593,236423.69716903477
2594,181402.90629732303
2595,199143.73601515376
2596,305526.00675053266
2597,181677.57649990494
2598,281172.5133496902
2599,302316.3995922313
2600,144901.06863044543
2601,148988.6422816936
2602,79953.65484666395
2603,91241.62207481357
2604,88449.62602867128
2605,74193.55587425386
2606,141078.8898749524
2607,216662.5028734074
2608,192870.22501401554
2609,171438.87601134588
2610,115035.10679946671
2611,126866.05069038761
2612,164956.05345173104
2613,129120.3673235455
2614,126688.49421860023
2615,153983.20231006425
2616,144319.58562940545
2617,173166.18357774665
2618,206448.98417553437
2619,190945.3472515274
2620,190806.74862125987
2621,177010.96168270675
2622,183066.12747489224
2623,246006.36031937072
2624,292109.40238789836
2625,297695.2921639738
2626,178335.4955927845
2627,166129.14587850744
2628,464043.2533258118
2629,514100.842460245
2630,351873.7432690568
2631,464224.23959309986
2632,420787.74806470954
2633,338386.19995154196
2634,413101.3642987375
2635,160386.31278432807
2636,179623.6356178411
2637,176590.740609958
2638,255442.82171847692
2639,191591.45214067277
2640,156189.25085495814
2641,107470.05262357845
2642,192066.61012034104
2643,99552.71977046465
2644,120729.43308305297
2645,102885.55177964034
2646,92451.28148086459
2647,103239.932894611
2648,146293.12606697544
2649,145462.77980220673
2650,140248.12127675128
2651,141877.8257404174
2652,402071.7608115821
2653,243125.758113731
2654,235565.01368900514
2655,382269.70255598647
2656,308049.06330056867
2657,342693.8491337118
2658,298441.9899809881
2659,297813.9539769361
2660,359467.552866949
2661,342842.9854132404
2662,357503.90412741667
2663,281138.8590979497
2664,258579.26182965536
2665,325849.65141451405
2666,274267.8492164077
2667,162450.0745877061
2668,173693.0976545546
2669,175423.3205583797
2670,274485.2576528243
2671,182318.7449202489
2672,191802.9709048204
2673,198256.8527540127
2674,190935.24752796855
2675,167663.1958257121
2676,191168.7174289873
2677,196276.0431308238
2678,257688.74209045732
2679,269374.47543873306
2680,280791.255779724
2681,403525.115928776
2682,317786.2055339361
2683,489745.99242639646
2684,321462.2663756948
2685,338378.8109751503
2686,244388.21724788714
2687,311953.98450293153
2688,213528.2594998738
2689,201088.910777608
2690,427545.28618615004
2691,185250.50008705413
2692,130641.22995582638
2693,194176.09054353283
2694,130972.0870188002
2695,192724.96548503658
2696,183174.56272712673
2697,183335.72229434925
2698,200161.1929361988
2699,174998.38525376125
2700,154670.93133227146
2701,146694.1032633131
2702,105447.9898036239
2703,121606.2355577448
2704,139147.35608565042
2705,116203.34505881795
2706,112697.5550536949
2707,122285.72767128891
2708,132962.71798151493
2709,109289.49572362077
2710,127464.02985942055
2711,259288.7154848782
2712,386892.7948272543
2713,168060.20556392724
2714,152097.3085999948
2715,167336.41065600776
2716,149555.64235110432
2717,183207.18783428392
2718,223435.2288009707
2719,154922.61272404785
2720,170344.1890949474
2721,129352.89213430358
2722,160973.97954974652
2723,142618.46387710833
2724,124436.22567474711
2725,128901.49913456976
2726,143233.03875032003
2727,176977.1137417261
2728,176701.60808067548
2729,144967.1458337749
2730,142504.05352471644
2731,132934.68832466428
2732,127409.30418280947
2733,159076.28137688743
2734,145890.83828080574
